epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,11814.6,0.62309,0.60606,1.03989,0.86888,0.85883,0.90267,0.76867,0.49786,0.50738,0.97256,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,13376.4,0.62336,0.60644,1.04078,0.869,0.85886,0.90289,0.76889,0.4973,0.50683,0.97198,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,14799.8,0.63091,0.61292,1.04402,0.86931,0.85925,0.90323,0.76933,0.4968,0.50626,0.97147,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,16345.8,0.6219,0.60612,1.04092,0.86904,0.85955,0.90347,0.76977,0.49622,0.50562,0.97093,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,17868.8,0.62305,0.6065,1.0412,0.86914,0.85976,0.90374,0.77014,0.49565,0.50497,0.97035,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,19270.9,0.62164,0.60343,1.04109,0.86866,0.86022,0.90405,0.77069,0.49494,0.50426,0.96971,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,1286.28,0.58044,0.57455,1.0227,0.86879,0.86075,0.9041,0.77054,0.49482,0.50412,0.96949,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,2184.27,0.59404,0.58015,1.02525,0.86896,0.8606,0.90418,0.77069,0.49461,0.50367,0.96921,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,3000.66,0.56766,0.55312,1.02983,0.86911,0.86052,0.90441,0.77096,0.49418,0.50298,0.9688,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,3791.37,0.55805,0.53423,1.02452,0.87049,0.85998,0.90464,0.77131,0.49353,0.50227,0.96819,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,4578.52,0.55051,0.53336,1.01881,0.87147,0.86012,0.90494,0.7718,0.49278,0.50141,0.96747,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,5367.49,0.54627,0.52413,1.01535,0.87281,0.85992,0.90516,0.77241,0.49194,0.50054,0.96672,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
